,target,sms,sms_clean,num_characters,num_words
3263,1,O shore are you takin the bus,o shore takin bus,29,7
3264,1,So u gonna get deus ex?,so u gon na get deus ex  ,23,8
3265,1,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i send email   do mind     lt   gt     times per night  ,72,20
3266,0,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 7732584351   do want new nokia 3510i colour phone deliveredtomorrow   with 300 free minutes mobile   100 free texts   free camcorder reply call 08000930705  ,173,33
3267,1,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap   spile seven     is pub gas st broad st canal   ok  ,72,21
3268,1,Ok then i come n pick u at engin?,ok come n pick u engin  ,33,10
3269,1,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,which never wanted tell   which  m short   edge late  ,111,30
3270,1,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east,34,4
3271,1,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually guys meet sunoco howard   it right way,86,20
3272,0,You have 1 new voicemail. Please call 08719181513.,you 1 new voicemail   please call 08719181513  ,50,10
3273,1,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dreams   stars make musical sms give warm peaceful sleep   good night,121,26
3274,1,Just finished eating. Got u a plate. NOT leftovers this time.,just finished eating   got u plate   not leftovers time  ,61,14
3275,1,Thanx a lot...,thanx lot    ,14,4
3276,1,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt   hang last caller u   food done i  m starving   do n t ask i cooked  ,120,32
3277,1,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right   what diet   everyday i cheat anyway   i  m meant fatty   ,78,20
3278,1,Its a great day. Do have yourself a beautiful one.,its great day   do beautiful one  ,50,12
3279,1,What happened in interview?,what happened interview  ,27,5
3280,1,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case   a man was found murdered on     lt decimal gt       lt   gt     afternoon   1 his wife called police   2 police questioned everyone   3 wife   sir   i sleeping   murder took place   4 cook   i cooking   5 gardener   i picking vegetables   6 house   maid   i went 2 post office   7 children   we went 2 play   8 neighbour   we went 2 marriage   police arrested murderer immediately   who  s it   reply with reason   if u r brilliant  ,444,102
3281,1,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai  i surely pick us  no competition  ,79,14
3282,1,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,i tot  s group mate     lucky nt reply     wat time ü need leave    ,83,22
3283,1,Hey you around? I've got enough for a half + the ten I owe you,hey around   i  ve got enough half   ten i owe,62,17
3284,1,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck,33,8
3285,1,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam its nic just checkin that this is ur number   so is it t b  ,68,16
3286,1,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,they making easy pay back   i     lt   gt   yrs say pay back earlier   you get  ,107,29
3287,1,Not to worry. I'm sure you'll get it.,not worry   i  m sure  ll get  ,37,12
3288,1,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",the gas station like block away house    ll drive right since armenia ends swann take howard,132,29
3289,0,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone u know asked dating service 2 contact   ca nt guess   call 09058097189 now revealed   pobox 6   ls15hb 150p,139,30
3290,0,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera   you awarded sipix digital camera   call 09061221066 fromm landline   delivery within 28 days,105,19
3291,1,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,my tuition 330   hm go 1120 1205 one   do mind  ,69,20
3292,1,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",i  m smoking people use   wylie smokes much   justify ruining shit,83,18
3293,1,Dear good morning how you feeling dear,dear good morning feeling dear,38,7
3294,1,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,a little   meds say take every 8 hours   it  s 5 pain back   so i took another   hope i n t die,114,31
3295,1,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes    when comes    s already today    in hunt beautiful tomorrow n t waste wonderful today    goodmorning   ,151,29
3296,1,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ü decide lor   how abt leona   oops tot ben going n msg  ,79,22
3297,1,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi   we moved in2 pub   would great 2 c u u cud come  ,80,23
3298,0,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending 5226 selected receive   350 award   if hava match please call 08712300220 quoting claim code 1131 standard rates app,157,29
3299,0,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,this message free   welcome new   improved sex   dogging club   to unsubscribe service reply stop   msgs 150p 18,134,27
3300,1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said     i  m sweetest world   god laughed   amp   said     wait   u havnt met person reading this msg   moral   even god can crack jokes   gm gn ge gn   ,158,41
3301,1,Just do what ever is easier for you,just ever easier,35,8
3302,0,RCT' THNQ Adrian for U text. Rgds Vatian,rct   thnq adrian u text   rgds vatian,40,10
3303,1,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying i might cancer   my throat hurts talk   i ca n t answering everyones calls   if i get one call i  m babysitting monday,165,35
3304,1,"It'll be tough, but I'll do what I have to",it  ll tough   i  ll i,42,13
3305,1,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu so much  i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract     luv yaxx,153,28
3306,1,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku   hanumanji 7 name 1   hanuman 2   bajarangabali 3   maruti 4   pavanaputra 5   sankatmochan 6   ramaduth 7   mahaveer ee 7 name     lt   gt     janarige ivatte kalisidare next saturday olage ondu good news keluviri       maretare inde 1 dodda problum nalli siguviri idu matra     lt   gt     true    do n t neglet  ,320,70
3307,1,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin i finish at 3 do u 1 2 pick me up or meet me   text back on this number luv kate xxx,93,25
3308,1,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind   mind easily forgets heart always remember   wish happy valentines day  ,148,32
3309,1,But i'm surprised she still can guess right lor...,but  m surprised still guess right lor    ,50,11
3310,1,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie ü wan meet bishan   cos bishan   i  m driving today  ,71,19
3311,1,Oh ho. Is this the first time u use these type of words,oh ho   is first time u use type words,55,14
3312,1,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin how was work did u get into trouble   ijust talked to your mum all morning   i had a really good time last night im goin out soon but call me if u can,158,37
3313,1,I know you are serving. I mean what are you doing now.,i know serving   i mean  ,54,14
3314,1,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh     hyde park mel ah   opps   got confused     anyway   tt  s e best choice den juz take    ,113,30
3315,1,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei   that happend tron   maybe ill dl 3d,70,19
3316,0,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free for terms   conditions   visit www 07781482378 com,146,24
3317,1,I know girls always safe and selfish know i got it pa. Thank you. good night.,i know girls always safe selfish know got pa   thank   good night  ,77,19
3318,1,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",no worries   hope photo shoot went well   spiffing fun workage  ,72,16
3319,1,I'm freezing and craving ice. Fml,i  m freezing craving ice   fml,33,8
3320,1,Kay... Since we are out already ,kay     since already,32,7
3321,1,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh     i din c ur msg   not sad already lar   me watching tv   u still office  ,91,25
3322,1,Yo im right by yo work,yo right yo work,22,7
3323,1,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supose ok worry much i film stuff mate babysit   but call there xx,148,33
3324,1,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said      u mind i go bedroom minute         ok      i sed sexy mood   she came 5 minuts latr wid cake     n my wife  ,145,43
3325,1,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,i wake since   i checked stuff saw true available spaces   pls call embassy send mail  ,126,29
3326,1,Nope... Juz off from work...,nope     juz work    ,28,7
3327,1,Huh so fast... Dat means u havent finished painting?,huh fast     dat means u nt finished painting  ,52,12
3328,1, what number do u live at? Is it 11?,  number u live   is 11  ,36,12
3329,1,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no put party 7 days week study lightly   i think need draw custom checkboxes know  re hardcore,126,28
3330,1,Sac will score big hundred.he is set batsman:-),sac score big hundred he set batsman    ,47,9
3331,1,Send me yetty's number pls.,send yetty  s number pls  ,27,7
3332,1,How much it will cost approx . Per month.,how much cost approx   per month  ,41,10
3333,1,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok     the theory test   ü going book   i think  s 21 may   coz thought wanna go jiayin   but nt free,128,34
3334,0,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you contacted dating service someone know   to find   call land line 09050000928   pobox45w2tg150p,140,28
3335,1,"That's fine, have him give me a call if he knows what he wants or has any questions",that  s fine   give call knows wants questions,83,20
3336,1,"Sorry, got a late start, we're on the way",sorry   got late start    re way,41,12
3337,1,Then u go back urself lor...,then u go back urself lor    ,28,7
3338,1,I AM AT THE GAS STATION. GO THERE.,i am at the gas station   go there  ,34,10
3339,1,"K, if u bored up just come to my home..",k   u bored come home   ,39,12
3340,1,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe         i love you           covers face kisses  ,54,19
3341,1,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made throw smoking friend  s car one time   awesome,90,21
3342,1,Still i have not checked it da. . .,still checked da      ,35,10
3343,1,You will go to walmart. I.ll stay.,you go walmart   i ll stay  ,34,9
3344,1,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i n t forgotten   might couple bucks send tomorrow   k   i love ya,91,23
3345,1,Oh great. I.ll disturb him more so that we can talk.,oh great   i ll disturb talk  ,52,13
3346,1,Reverse is cheating. That is not mathematics.,reverse cheating   that mathematics  ,45,9
3347,1,U're welcome... Caught u using broken english again...,u re welcome     caught u using broken english    ,54,10
3348,1,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby   is good time talk   i called left message  ,77,20
3349,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
3350,1,Oh is it! Which brand?,oh   which brand  ,22,7
3351,1,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry ca nt take call right   it happens r 2waxsto wat want   she come ill get medical insurance   and  ll able deliver basic care   i  m currently shopping right medical insurance   so give til friday morning   that i ll see major person guide right insurance  ,368,81
3352,1,At what time are you coming.,at time coming  ,28,7
3353,1,Call him and say you not coming today ok and tell them not to fool me like this ok,call say coming today ok tell fool like ok,82,19
3354,1,I emailed yifeng my part oredi.. Can ü get it fr him..,i emailed yifeng part oredi    can ü get fr   ,54,14
3355,1,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure  ll understand   wine   good idea slurp  ,68,17
3356,1,Minimum walk is 3miles a day.,minimum walk 3miles day  ,29,7
3357,1,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi   c ing   tomorrow tuesday   on tuesday think r going cinema  ,115,28
3358,1,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll      d       vehicle sariyag drive madoke barolla   ,67,13
3359,1,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i n t run away frm u     i walk slowly   amp   kills u n t care enough stop    ,96,27
3360,0,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed call let  s talk time   i  m 07090201529,78,18
3361,1,Please attend the phone:),please attend phone   ,25,5
3362,1,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you hate   you call nt accept even single call mine   or even messaged,104,25
3363,1,No messages on her phone. I'm holding it now,no messages phone   i  m holding,44,11
3364,1,Can... I'm free...,can     i  m free    ,18,6
3365,1,"Yo my trip got postponed, you still stocked up?",yo trip got postponed   still stocked  ,47,11
3366,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
3367,1,I am waiting for your call sir.,i waiting call sir  ,31,8
3368,1,Hey what are you doing. Y no reply pa..,hey   y reply pa   ,39,11
3369,1,"Hey elaine, is today's meeting still on?",hey elaine   today  s meeting still  ,40,10
3370,1,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry  ve gone place   i ll tomorrow   really sorry  ,69,17
3371,1,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most tiime n t let hug  s n t break tears  ,79,22
3372,1,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow going theatre       so come wherever u call       tell come tomorrow,117,29
3373,1,And now electricity just went out fml.,and electricity went fml  ,38,8
3374,1,"Looks like you found something to do other than smoke, great job!",looks like found something smoke   great job  ,65,14
3375,1,Also andros ice etc etc,also andros ice etc etc,23,5
3376,1,:) ,  ,3,1
3377,1,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon   love   how today   i hope good maybe interviews   i wake miss babe   a passionate kiss across sea,151,34
3378,1,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup   wun believe wat   u really neva c e msg sent shuhui  ,58,16
3379,1,Hows that watch resizing,how watch resizing,24,5
3380,1,Dear umma she called me now :-),dear umma called    ,31,7
3381,1,Just finished. Missing you plenty,just finished   missing plenty,33,6
3382,0,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary 4 star ibiza holiday   10 000 cash needs urgent collection   09066364349 now landline lose   box434sk38wp150ppm18  ,149,25
3383,1,"Well, I meant as opposed to my drunken night of before",well   i meant opposed drunken night,54,12
3384,1,K... Must book a not huh? so going for yoga basic on sunday?,k     must book huh   going yoga basic sunday  ,60,16
3385,0,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg   we billed mobile number mistake shortcode 83332 please call 08081263000 charges refunded   this call free bt landline,160,29
3386,1,Ok can...,ok    ,9,3
3387,1,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops   mum  s somerset     bit far   back tomo   see soon x,71,20
3388,1,So u workin overtime nigpun?,so u workin overtime nigpun  ,28,6
3389,1,Same as kallis dismissial in 2nd test:-).,same kallis dismissial 2nd test      ,41,9
3390,1,O. Guess they both got screwd,o  guess got screwd,29,6
3391,0,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call 08712402972 immediately urgent message waiting,81,13
3392,1,"I'm in a meeting, call me later at",i  m meeting   call later,34,10
3393,1,What r u cooking me for dinner?,what r u cooking dinner  ,31,8
3394,1,Ok thanx...,ok thanx    ,11,3
3395,1,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull   your plan go floating ikea without care world   so live mess another day  ,129,31
3396,1,Then i buy.,then buy  ,11,4
3397,0,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent   your mobile number awarded   2000 bonus caller prize   call 09058095201 land line   valid 12hrs,126,25
3398,1,Heehee that was so funny tho,heehee funny tho,28,6
3399,1,It only does simple arithmetic not percentages.,it simple arithmetic percentages  ,47,8
3400,1,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah would n t leave hour least    s 4 sound  ,59,16
3401,0,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as valued customer   i pleased advise following recent review mob no   awarded   1500 bonus prize   call 09066364589,152,32
3402,1,Thanks honey. Have a great day.,thanks honey   have great day  ,31,8
3403,1,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",  an amazing quote        sometimes life difficult decide wrong     lie brings smile truth brings tear       ,141,34
3404,1,Good night my dear.. Sleepwell&amp;Take care,good night dear    sleepwell amp take care,44,7
3405,1,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,then ü ask dad pick ü lar     ü wan 2 stay 6 meh    ,62,18
3406,1,"Jus chillaxin, what up",jus chillaxin  ,22,5
3407,1,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,hey das cool     iknow all 2 wellda peril of studentfinancial crisis spk 2 u l8r ,80,15
3408,1,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",beautiful truth gravity    read carefully     our heart feels light someone    but feels heavy someone leaves      goodmorning,158,31
3409,0,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,do want new nokia 3510i colour phone deliveredtomorrow   with 300 free minutes mobile   100 free texts   free camcorder reply call 08000930705,157,29
3410,1,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",what coming hill       is monster   hope great day   things r going fine   busy though  ,120,29
3411,1,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy  s father john   then john _ _ _ _ joy  s father   if u ans ths hav     lt   gt     iq   tis ias question try answer  ,131,40
3412,1,Only once then after ill obey all yours.,only ill obey  ,40,9
3413,1,No she didnt. I will search online and let you know.,no nt   i search online let know  ,52,14
3414,1,Where do you need to go to get it?,where need go get  ,34,10
3415,1,No pic. Please re-send.,no pic   please   send  ,23,8
3416,1,He remains a bro amongst bros,he remains bro amongst bros,29,6
3417,1,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm nt tb test bad sick,48,11
3418,1,But i haf enuff space got like 4 mb...,but haf enuff space got like 4 mb    ,38,10
3419,0,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came   you made truly special   i wo n t forget   enjoy   one gbp   sms,136,34
3420,0,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,do want new video phone   600 anytime network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 reply now,157,29
3421,0,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",as valued customer   i pleased advise following recent review mob no   awarded   1500 bonus prize   call 09066368470,152,32
3422,0,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome   please reply age gender begin   e g 24 m,64,15
3423,0,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg   1   month unlimited free calls   activate smartcall txt   call no   68866   subscriptn3gbp   wk unlimited calls help   08448714184 stop txt stop landlineonly,160,30
3424,0,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,had mobile 10 mths   update latest orange camera   video phones free   save   free texts   weekend calls   text yes callback orno opt,157,36
3425,0,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,am new 2 club   nt fink met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls 1   minmobsmore lkpobox177hp51fl,160,33
3426,1,True. Its easier with her here.,true   its easier  ,31,8
3427,1,Sure but since my parents will be working on Tuesday I don't really need a cover story,sure since parents working tuesday i n t really need cover story,86,18
3428,1,Haha okay... Today weekend leh... ,haha okay     today weekend leh    ,34,7
3429,1,Hi darlin did youPhone me? Im atHome if youwanna chat.,hi darlin youphone   i athome youwanna chat  ,54,13
3430,1,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,i n t know jack shit anything  d say   ask something helpful want pretend i text whatever response hypotheticalhuagauahahuagahyuhagga,193,36
3431,1,You've always been the brainy one.,you  ve always brainy one  ,34,8
3432,1,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah get random dude need change info sheets party     lt   gt    7 never study safe,124,30
3433,0,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera   you awarded sipix digital camera   call 09061221066 fromm landline   delivery within 28 days  ,106,20
3434,1,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",christmas an occasion celebrated reflection ur     values       desires       affections      amp   traditions      have ideal christmas    ,152,30
3435,1,Sending you greetings of joy and happiness. Do have a gr8 evening,sending greetings joy happiness   do gr8 evening,65,13
3436,1,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal   u free   katexxx,101,19
3437,1,If india win or level series means this is record:),if india win level series means record   ,51,11
3438,1,Then what about further plan?,then plan  ,29,6
3439,1,Its good to hear from you,its good hear,25,6
3440,1,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesome   i deal gate   charles told last night   uh   yeah,78,20
3441,1,What time you thinkin of goin?,what time thinkin goin  ,30,7
3442,0,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,get free mobile video player free movie   to collect text go 89105   its free   extra films ordered  s c  s apply   18 yrs,139,34
3443,0,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery   brought weddingfriend,153,21
3444,1,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,your board working fine   the issue overheating also reslove   but still software inst pending   i come around 8 o clock  ,135,28
3445,1,Yes but I don't care cause I know its there!,yes i n t care cause i know  ,44,12
3446,1,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine   kudi yarasu dhina vaazhthukkal     ,89,15
3447,1,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon okie lor     haha   best cheap n gd food la   ex oso okie     depends whether wana eat western chinese food     den u prefer    ,142,33
3448,1,Sitting ard nothing to do lor. U leh busy w work?,sitting ard nothing lor   u leh busy w work  ,49,13
3449,1,Its  &lt;#&gt; k here oh. Should i send home for sale.,its     lt   gt   k oh   should send home sale  ,54,16
3450,1,Sorry. || mail? || ,sorry      mail     ,19,6
3451,1,Ya just telling abt tht incident..,ya telling abt tht incident   ,34,7
3452,1,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,yes outside like 2 hours   and i called whole family wake cause started 1,107,25
3453,1,Ugh just got outta class,ugh got outta class,24,5
3454,1,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",nowadays people notixiquating laxinorficated opportunity bambling entropication      have ever oblisingately opted ur books masteriastering amplikater fidalfication   it champlaxigating   think atrocious    wotz ur opinion         junna,274,45
3455,1,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i nt file bag    work called me i  ll tell find anything room  ,118,31
3456,1,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,no need lar   jus testing e phone card   dunno network gd thk   me waiting 4 sis 2 finish bathing bathe   dun disturb u liao u cleaning ur room  ,158,39
3457,1,Ok. I.ll do you right later.,ok   i ll right later  ,28,8
3458,1,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem   dear o dear u r not near but i can hear do nt get fear live with cheer no more tear u r always dear   gud ni8,127,32
3459,1,Have your lunch and come quickly and open the door:),have lunch come quickly open door   ,52,11
3460,0,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,not heard u4   call night knickers   make beg like u last time 01223585236 xx luv nikiyu4 net,153,34
3461,1,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,i back   bit long cos accident a30   had divert via wadebridge   i brilliant weekend thanks   speak soon   lots love,131,31
3462,1,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",k    i yan jiu liao     sat go 4 bugis vill one frm 10 3 den hop parco 4 nb   sun go cine frm 1030 2   den hop orc mrt 4 hip hop 4    ,155,46
